input_name,input_url,profile_name,first_name,last_name,profile_url,secondary_occupation,sub_speciality_occupations,main_primary_occupation,job_title,alternative_job_title,address,city,state,active_certifications_licenses,other_licenses,board_certification,screenshot_file,scrape_status,scrape_notes
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,John Terry Carlson,John,Carlson,https://www.doximity.com/pub/john-carlson-md-5f9c88d8,Oral & Maxillofacial Surgery,,,MD,Physician,"651 Helen Keller Blvd, Tuscaloosa, AL 35404",Tuscaloosa,AL,AL State Medical License [1982 - 2026],University of Alabama School of Medicine - Class of 1982,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\John_Carlson_john-carlson-md-5f9c88d8.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Ryan Alan Carmichael,Ryan,Carmichael,https://www.doximity.com/pub/ryan-carmichael-md,Oral & Maxillofacial Surgery,,,Oral & Maxillofacial Surgery Resident,Oral & Maxillofacial Surgery Resident,"3500 Gaston Ave, Dallas, TX 75246",Dallas,TX,"TX State Medical License [2011 - 2028], AR State Medical License [2024 - 2027]",Texas Tech University Health Sciences Center School of Medicine - Class of 2015,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Ryan_Carmichael_ryan-carmichael-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Bradley Ross Carn,Bradley,Carn,https://www.doximity.com/pub/bradley-carn-md,Oral & Maxillofacial Surgery,,,MD,Physician,"222 S Woods Mill Rd, Ste 720N, Chesterfield, MO 63017",Chesterfield,MO,MO State Medical License [2018 - 2028],University of Alabama School of Medicine - Class of 2015,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Bradley_Carn_bradley-carn-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Vincent Carrao,Vincent,Carrao,https://www.doximity.com/pub/vincent-carrao-md,Oral & Maxillofacial Surgery,,,MD,Physician,"1530 Palisade Ave, Fort Lee, NJ 07024",Fort Lee,NJ,"NY State Medical License [1994 - 2029], NJ State Medical License [1999 - 2027]","Columbia University Vagelos College of Physicians and Surgeons - Class of 1996, Coronavirus Live Updates: Dr. Fauci Recommends States with Outbreaks Should Consider Pausing Reopening Phases - June 23rd, 2020, Tooth Decay's Top Chronic Disease - October 18th, 2015, 15-Minute Coronavirus Check Will Get the Inexperienced Mild in Europe - October 7th, 2020",NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Vincent_Carrao_vincent-carrao-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Lee R Carrasco,Lee,Carrasco,https://www.doximity.com/pub/lee-carrasco-md,Oral & Maxillofacial Surgery,,,"Division Chief, Oral and Maxillofacial Surgery Hospital of the University of Pennsylvania","Division Chief, Oral and Maxillofacial Surgery Hospital of the University of Pennsylvania","3400 Civic Center Blvd, 4 th floor PCAM SPE, Philadelphia, PA 19104",Philadelphia,PA,PA State Medical License [2000 - 2027],University of Miami Leonard M. Miller School of Medicine - Class of 1995,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Lee_Carrasco_lee-carrasco-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Jeffrey B Carter,Jeffrey,Carter,https://www.doximity.com/pub/jeffrey-carter-md,Oral & Maxillofacial Surgery,Maxillofacial Trauma,Maxillofacial Trauma,"Medical Director, Specialty Surgery Center Managing Partner, OMS Logistics","Medical Director, Specialty Surgery Center Managing Partner, OMS Logistics","40 Burton Hills Blvd, Ste 200, Nashville, TN 37215",Nashville,TN,"MA State Medical License [2022 - 2028], TN State Medical License [1979 - 2028], AZ State Medical License [2023 - 2027], KY State Medical License [2020 - 2027], OH State Medical License [2014 - 2027], MD State Medical License [2020 - 2026], TX State Medical License [2022 - 2026], VA State Medical License [2021 - 2026]","Vanderbilt University School of Medicine - Class of 1978, MD",NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Jeffrey_Carter_jeffrey-carter-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,David Cartier,David,Cartier,https://www.doximity.com/pub/david-cartier-md,Oral & Maxillofacial Surgery,,,MD,Physician,"611 W Park St, Urbana, IL 61801",Urbana,IL,,,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\David_Cartier_david-cartier-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Macey Brooke Cartrite,Macey,Cartrite,https://www.doximity.com/pub/macey-cartrite-md,Oral & Maxillofacial Surgery,,,MD,Physician,"7557 Rambler Rd #918, Ste 100, Dallas, TX 75231",Dallas,TX,TX State Medical License [2020 - 2028],University of Texas Southwestern Medical School - Class of 2022,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Macey_Cartrite_macey-cartrite-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Michael C Casadaban,Michael,Casadaban,https://www.doximity.com/pub/michael-casadaban-md,Oral & Maxillofacial Surgery,,,Oral and Maxillofacial Surgery,Oral and Maxillofacial Surgery,"5227 Flanders Dr, Baton Rouge, LA 70808",Baton Rouge,LA,LA State Medical License [1999 - 2027],Louisiana State University School of Medicine in New Orleans - Class of 2002,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Michael_Casadaban_michael-casadaban-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Angelle M Casagrande,Angelle,Casagrande,https://www.doximity.com/pub/angelle-casagrande-md,Oral & Maxillofacial Surgery,,,MD,Physician,"839 W Congress St, Tucson, AZ 85745",Tucson,AZ,AZ State Medical License [2004 - 2026],David Geffen School of Medicine at UCLA - Class of 1997,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Angelle_Casagrande_angelle-casagrande-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Harry Casmedes,Harry,Casmedes,https://www.doximity.com/pub/harry-casmedes-md,Oral & Maxillofacial Surgery,,,Dell children's Oral & Maxillofacial Surgery,Dell children's Oral & Maxillofacial Surgery,"6012 W William Cannon Dr, Austin, TX 78749",Austin,TX,TX State Medical License [1989 - 2027],The University of Texas Health Science Center at San Antonio - Class of 1993,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Harry_Casmedes_harry-casmedes-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Richard J Catrambone,Richard,Catrambone,https://www.doximity.com/pub/richard-catrambone-md,Oral & Maxillofacial Surgery,,,"Assistant Clinical Professor of Oral and Maxillofacial Surgery, Harvard School of Dental Medicine","Assistant Clinical Professor of Oral and Maxillofacial Surgery, Harvard School of Dental Medicine","830 Oak St, Suite 101w, Brockton, MA 02301",Brockton,MA,MA State Medical License [1989 - 2028],"Boston University School of Medicine - Class of 1992, Tufts University - Doctorate, Dental Medicine, Cum Laude, 1985, Assumption College - B.A., Biology, Cum Laude, 1981, Scientific Research on How to Teach Critical Thinking Contradicts Education Trends - September 9th, 2019",NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Richard_Catrambone_richard-catrambone-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Norman J Cavanagh,Norman,Cavanagh,https://www.doximity.com/pub/norman-cavanagh-md,Oral & Maxillofacial Surgery,,,MD,Physician,"80 Seymour Street, Hartford, CT 06106",Hartford,CT,CT State Medical License [1985 - 2026],Uconn School Of Medicine - Class of 1985,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Norman_Cavanagh_norman-cavanagh-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Cameron Frank Cavola,Cameron,Cavola,https://www.doximity.com/pub/cameron-cavola-md,Oral & Maxillofacial Surgery,Maxillofacial Trauma,Maxillofacial Trauma,Oral and Maxillofacial Surgeon at Capital Oral and Facial Surgery,Oral and Maxillofacial Surgeon at Capital Oral and Facial Surgery,"5904 Six Forks Rd, Raleigh, NC 27609",Raleigh,NC,"LA State Medical License [2008 - 2027], NC State Medical License [2013 - 2027]",Louisiana State University School of Medicine in New Orleans - Class of 2011,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Cameron_Cavola_cameron-cavola-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,William Lewis Cecere III,William,III,https://www.doximity.com/pub/william-cecere-md,Oral & Maxillofacial Surgery,,,MD,Physician,"1050 Abbott Rd, Buffalo, NY 14220",Buffalo,NY,NY State Medical License [1991 - 2028],Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo - Class of 1994,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\William_III_william-cecere-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Peter Cervenka,Peter,Cervenka,https://www.doximity.com/pub/peter-cervenka-md,Oral & Maxillofacial Surgery,,,MD,Physician,"Nmrtu Dam Neck Medical Annex, 1885 Terrier Ave Bldg 504 RM 125a, Virginia Beach, VA 23461",Virginia Beach,VA,,Tufts University School of Medicine - Class of 2009,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Peter_Cervenka_peter-cervenka-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Stephen M Chan,Stephen,Chan,https://www.doximity.com/pub/stephen-chan-md-b5d4d4c9,Oral & Maxillofacial Surgery,,,MD,Physician,"4865 Hedgcoxe Rd Ste 300, Plano, TX 75024",Plano,TX,TX State Medical License [2005 - 2027],David Geffen School of Medicine at UCLA - Class of 1999,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Stephen_Chan_stephen-chan-md-b5d4d4c9.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Clay Steven Chandler,Clay,Chandler,https://www.doximity.com/pub/clay-chandler-md,Oral & Maxillofacial Surgery,,,MD,Physician,"3839 W Congress St Ste C, Lafayette, LA 70506",Lafayette,LA,LA State Medical License [2003 - 2027],"Louisiana State University School of Medicine in New Orleans - Class of 2006, Dental Liscense - Doctor of Dentistry, What Happens When You Don’t Live near a Pharmacy for a COVID Vaccine? - March 4th, 2021",American Board of Oral and Maxillofacial Surgery - Oral and Maxillofacial Surgery,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Clay_Chandler_clay-chandler-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Srinivasa Rama Chandra,Srinivasa,Chandra,https://www.doximity.com/pub/srinivasa-chandra-md,Oral & Maxillofacial Surgery,,,MD,Physician,"325 9th Ave, 4 West Clinic, Box-359893,, Seattle, WA 98104",Seattle,WA,"WA State Medical License [2014 - 2028], CA State Medical License [2012 - 2026]","St. George's Hospital Medical School - Class of 2008, New Faculty Spotlight: Srinivasa Chandra, M.D. - October 9th, 2017",NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Srinivasa_Chandra_srinivasa-chandra-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Heera Chang,Heera,Chang,https://www.doximity.com/pub/heera-chang-md,Oral & Maxillofacial Surgery,,,Attending Surgeon,Attending Surgeon,"263 Farmington Ave, Farmington, CT 06030",Farmington,CT,"CT State Medical License [2025 - 2027], American Board of Oral &amp; Maxillofacial Surgery [Board Certification 2006-2036]","Uconn School Of Medicine - Class of 2001, MD, Columbia University College of Dental Medicine - DDS, 1998",NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Heera_Chang_heera-chang-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Tina Chang,Tina,Chang,https://www.doximity.com/pub/tina-chang-md-b74236f1,Oral & Maxillofacial Surgery,,,"Attending Surgeon, Veterans Affairs Medical Center","Attending Surgeon, Veterans Affairs Medical Center","11301 Wilshire Blvd (691/160), Los Angeles, CA 90073",Los Angeles,CA,,"David Geffen School of Medicine at UCLA - Class of 2005, MD, Harvard School of Dental Medicine - DMD, 2002",American Board of Oral and Maxillofacial Surgery - Oral and Maxillofacial Surgery,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Tina_Chang_tina-chang-md-b74236f1.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Adrien Lancelot Charles-Marcel,Adrien,Charles-Marcel,https://www.doximity.com/pub/adrien-charles-marcel-md,Oral & Maxillofacial Surgery,,,MD,"Fellow, Cleft and Craniofacial Surgery","10175 Gateway Blvd W, Ste 304, El Paso, TX 79925",El Paso,TX,"TX State Medical License [2025 - 2028], CA State Medical License [2019 - 2027]",Loma Linda University - Class of 2022,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Adrien_Charles-Marcel_adrien-charles-marcel-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Allen C Cheng,Allen,Cheng,https://www.doximity.com/pub/allen-cheng-md-dc388cb7,Oral & Maxillofacial Surgery,Maxillofacial Oncology & Reconstructive Surgery,Maxillofacial Oncology & Reconstructive Surgery,"Medical Director, Oral/Head and Neck Oncology, Legacy Good Samaritan Cancer Center Section Chair, Oral and Maxillofacial Surgery, Legacy Emanuel Medical Center Partner, Head and Neck Surgical Associates","Medical Director, Oral/Head and Neck Oncology, Legacy Good Samaritan Cancer Center Section Chair, Oral and Maxillofacial Surgery, Legacy Emanuel Medical Center Partner, Head and Neck Surgical Associates","1849 NW Kearney St, Ste 300, Portland, OR 97209",Portland,OR,"CA State Medical License [2006 - 2027], OR State Medical License [2012 - 2027]",University of California San Francisco School of Medicine - Class of 2010,"American Board of Oral and Maxillofacial Surgery - Oral and Maxillofacial Surgery, American Board of Oral and Maxillofacial Surgery - Certificate of Added Qualification: Oral/Head and Neck Oncology and Microvacular Reconstructive Surgery",C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Allen_Cheng_allen-cheng-md-dc388cb7.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Ray Cheng,Ray,Cheng,https://www.doximity.com/pub/ray-cheng-md,Oral & Maxillofacial Surgery,,,Oral & Maxillofacial Surgery Resident,Oral & Maxillofacial Surgery Resident,"217 Park Row, Ste 4B, New York, NY 10038",New York,NY,NY State Medical License [2016 - 2027],New York University School of Medicine - Class of 2014,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Ray_Cheng_ray-cheng-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Yu Cheng,Yu,Cheng,https://www.doximity.com/pub/yu-cheng-md-336a55a3,Oral & Maxillofacial Surgery,,,MD,Physician,"1 Gustave L. Levy Place, New York, NY 10029",New York,NY,,,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Yu_Cheng_yu-cheng-md-336a55a3.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Roger William Childress,Roger,Childress,https://www.doximity.com/pub/roger-childress-md,Oral & Maxillofacial Surgery,,,MD,Physician,"1350 Mackey Branch Drive, Suite 110, Chattanooga, TN 37421",Chattanooga,TN,,The University of Texas Health Science Center at San Antonio - Class of 1998,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Roger_Childress_roger-childress-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Brian Robert Chisdak,Brian,Chisdak,https://www.doximity.com/pub/brian-chisdak-md,Oral & Maxillofacial Surgery,,,MD,Physician,"1994 Stadium Dr., Bozeman, MT 59715",Bozeman,MT,"MT State Medical License [2000 - 2028], MT State Medical License [2000 - 2026]",University of Nebraska College of Medicine - Class of 1997,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Brian_Chisdak_brian-chisdak-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Bruce B Chisholm,Bruce,Chisholm,https://www.doximity.com/pub/bruce-chisholm-md,Oral & Maxillofacial Surgery,,,MD,Physician,"39300 Bob Hope Dr, Bannan Bldg Suite 1208, Rancho Mirage, CA 92270",Rancho Mirage,CA,"CA State Medical License [1995 - 2028], FL State Medical License [1995 - 2028], AZ State Medical License [1999 - 2026], MO State Medical License [1988 - 2026]",LSU School of Medicine in Shreveport - Class of 1995,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Bruce_Chisholm_bruce-chisholm-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Jason Cho,Jason,Cho,https://www.doximity.com/pub/jason-cho-md-027540c4,Oral & Maxillofacial Surgery,,,MD,Physician,"18 E 48th St, New York, NY 10017",New York,NY,NY State Medical License [2025 - 2027],University of Pittsburgh School of Medicine - Class of 2018,American Board of Orthopaedic Surgery - Orthopaedic Surgery,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Jason_Cho_jason-cho-md-027540c4.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Jason Cho,Jason,Cho,https://www.doximity.com/pub/jason-cho-md-9418f514,Oral & Maxillofacial Surgery,,,MD,Physician,"18 E 48th St, Rm 1502, New York, NY 10017",New York,NY,NY State Medical License [2025 - 2027],University of Pittsburgh School of Medicine - Class of 2018,American Board of Orthopaedic Surgery - Orthopaedic Surgery,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Jason_Cho_jason-cho-md-9418f514.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Nam Cho,Nam,Cho,https://www.doximity.com/pub/nam-cho-md-87f391c0,Oral & Maxillofacial Surgery,,,MD,Physician,"4040 Via Marisol, 220, Los Angeles, CA 90042",Los Angeles,CA,CA State Medical License [2010 - 2027],"Keck School of Medicine of the University of Southern California - Class of 2008, Trio of Biomarkers May Help Identify Kidney Cancer in Early Stages - March 11th, 2013, Scooter-Related Injuries and Surgeries Drastically Increased over 4 Years, Study Finds - January 14th, 2024",NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Nam_Cho_nam-cho-md-87f391c0.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Sung Hee Cho,Sung,Cho,https://www.doximity.com/pub/sung-hee-cho-md-330e876c,Oral & Maxillofacial Surgery,,,MD,Physician,"130 Kinderkamack Rd, Ste 204, River Edge, NJ 07661",River Edge,NJ,"NY State Medical License [2014 - 2028], GA State Medical License [2007 - 2027], NJ State Medical License [2014 - 2027], VT State Medical License [2026 - 2027]",Emory University School of Medicine - Class of 2010,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Sung_Cho_sung-hee-cho-md-330e876c.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Christopher C Choi,Christopher,Choi,https://www.doximity.com/pub/christopher-choi-md,Oral & Maxillofacial Surgery,,,MD,Physician,"8112 Milliken Ave, Ste 102, Rancho Cucamonga, CA 91730",Rancho Cucamonga,CA,CA State Medical License [2013 - 2027],Stony Brook University Health Sciences Center School of Medicine - Class of 2009,American Board of Psychiatry and Neurology - Psychiatry,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Christopher_Choi_christopher-choi-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Daniel D Choi,Daniel,Choi,https://www.doximity.com/pub/daniel-choi-md-ca9e92cc,Oral & Maxillofacial Surgery,"Maxillofacial Trauma, Pediatric Craniomaxillofacial Surgery","Maxillofacial Trauma, Pediatric Craniomaxillofacial Surgery",MD,Physician,"55 Fruit St, Boston, MA 02114",Boston,MA,MA State Medical License [2021 - 2028],Louisiana State University School of Medicine in New Orleans - Class of 2013,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Daniel_Choi_daniel-choi-md-ca9e92cc.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Daniel Choi,Daniel,Choi,https://www.doximity.com/pub/daniel-choi-md-e4d4bf5b,Oral & Maxillofacial Surgery,,,MD,Physician,"55 Fruit St, Boston, MA 02114",Boston,MA,,Louisiana State University School of Medicine in New Orleans - Class of 2013,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Daniel_Choi_daniel-choi-md-e4d4bf5b.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,James G Choi,James,Choi,https://www.doximity.com/pub/james-choi-md-7927211b,Oral & Maxillofacial Surgery,"Maxillofacial Trauma, Facial Cosmetic Surgery, Pediatric Craniomaxillofacial Surgery","Maxillofacial Trauma, Facial Cosmetic Surgery, Pediatric Craniomaxillofacial Surgery",Oral and Maxillofacial Surgery,Oral and Maxillofacial Surgery,"531 Park Ave, New York, NY 10065",New York,NY,,"Perelman School of Medicine at the University of Pennsylvania - Class of 2017, MD, University of Pennsylvania Health System - Internship, Surgery, University of Pennsylvania Health System - Residency, Oral & Maxillofacial Surgery, NY State Medical License - Active through 2028, American Association of Oral & Maxillofacial Surgeon - Fellow, American College of Surgeons - Fellow",American Board of Oral and Maxillofacial Surgery - Oral and Maxillofacial Surgery,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\James_Choi_james-choi-md-7927211b.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Sunwoong Steve Choi,Sunwoong,Choi,https://www.doximity.com/pub/sunwoong-choi-md,Oral & Maxillofacial Surgery,,,MD,Physician,"1107 Fair Oaks Avenue, 233, South Pasadena, CA 91030",South Pasadena,CA,,Case Western Reserve University School of Medicine - Class of 2008,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Sunwoong_Choi_sunwoong-choi-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Jayanthi Chopra,Jayanthi,Chopra,https://www.doximity.com/cv/jayanthi-chopra-md-slash-2,Oral & Maxillofacial Surgery,,,Beachside oral surgery and implants. Gentle wisdom teeth extractions,Beachside oral surgery and implants. Gentle wisdom teeth extractions,"257 E Eau Gallie Blvd, Indian Harbour Beach, FL 32937",Indian Harbour Beach,FL,,"Drexel University College of Medicine - Class of 2006, Drexel University College of Medicine/Hahnemann University Hospital - Residency, Surgery",NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Jayanthi_Chopra_jayanthi-chopra-md-slash-2.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Joli Chien-Ya Chou,Joli,Chou,https://www.doximity.com/pub/joli-chou-md,Oral & Maxillofacial Surgery,Pediatric Craniomaxillofacial Surgery,Pediatric Craniomaxillofacial Surgery,MD,Physician,"6200 Main St, Voorhees, NJ 08043",Voorhees,NJ,"NY State Medical License [2014 - 2029], NJ State Medical License [2021 - 2027], PA State Medical License [2000 - 2027], WV State Medical License [2008 - 2027]","Perelman School of Medicine at the University of Pennsylvania - Class of 2004, AAOMS Develops Guidance for Managing TMJ Disorders and Pain - August 19th, 2024",NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Joli_Chou_joli-chou-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Brian J. Christensen,Brian,Christensen,https://www.doximity.com/pub/brian-christensen-md-ba3d7cd9,Oral & Maxillofacial Surgery,,,Assistant Professor at LSUHSC Department of Oral and Maxillofacial Surgery,Assistant Professor at LSUHSC Department of Oral and Maxillofacial Surgery,"304 N Chelan Ave, Wenatchee, WA 98801",Wenatchee,WA,"WA State Medical License [2013 - 2028], PA State Medical License [2022 - 2027]",Louisiana State University School of Medicine in New Orleans - Class of 2016,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Brian_Christensen_brian-christensen-md-ba3d7cd9.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Alan Patrick Chun,Alan,Chun,https://www.doximity.com/pub/alan-chun-md-9eb92301,Oral & Maxillofacial Surgery,Maxillofacial Trauma,Maxillofacial Trauma,Oral Maxillary Surgeon,Oral Maxillary Surgeon,"9301 Fircrest Ln, Suite 2, San Ramon, CA 94583",San Ramon,CA,CA State Medical License [1997 - 2028],Harvard Medical School - Class of 1994,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Alan_Chun_alan-chun-md-9eb92301.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Brian Carroll Chung,Brian,Chung,https://www.doximity.com/pub/brian-chung-md,Oral & Maxillofacial Surgery,,,MD,Physician,"16315 Whittier Blvd, Ste 201, Whittier, CA 90603",Whittier,CA,CA State Medical License [1976 - 2028],Keck School of Medicine of the University of Southern California - Class of 1981,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Brian_Chung_brian-chung-md.png,ok,
Oral & Maxillofacial Surgery,https://www.doximity.com/directory/md/specialty/oral-maxillofacial-surgery,Robert Chuong,Robert,Chuong,https://www.doximity.com/pub/robert-chuong-md,Oral & Maxillofacial Surgery,,,MD,Physician,"2140 16th St N, St. Petersburg, FL 33704",St. Petersburg,FL,"NY State Medical License [1982 - Present], NM State Medical License [2025 - 2029], FL State Medical License [1985 - 2028]",Harvard Medical School - Class of 1979,NULL,C:\Users\Administrator\Downloads\D_screenshots\Oral_Maxillofacial_Surgery\Robert_Chuong_robert-chuong-md.png,ok,
