input_name,input_url,profile_name,first_name,last_name,profile_url,secondary_occupation,sub_speciality_occupations,main_primary_occupation,job_title,alternative_job_title,address,city,state,active_certifications_licenses,other_licenses,board_certification,screenshot_file,scrape_status,scrape_notes
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Jane Alookaran,Jane,Alookaran,https://www.doximity.com/pub/jane-alookaran-md,Pediatric Gastroenterology,"Pediatric Feeding and Swallowing Disorders, Pediatric Inflammatory Bowel Disease Gastroenterology, Pediatric Malabsorption Syndromes, Pediatric Nutrition","Pediatric Feeding and Swallowing Disorders, Pediatric Inflammatory Bowel Disease Gastroenterology, Pediatric Malabsorption Syndromes, Pediatric Nutrition",MD,Physician,"5323 Harry Hines Boulevard, Dallas, TX 75390",Dallas,TX,"FL State Medical License [2016 - 2026], TX State Medical License [2019 - 2026]",American University of Antigua College of Medicine - Class of 2013,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Jane_Alookaran_jane-alookaran-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Arik Alper,Arik,Alper,https://www.doximity.com/pub/arik-alper-md,Pediatric Gastroenterology,,,Assistant Professor,Assistant Professor,"One Long Wharf 2nd floor, Yale New Haven Children's Hospital Pediatric Specialty Center, New Haven, CT 06511",New Haven,CT,"NY State Medical License [2021 - 2027], CT State Medical License [2015 - 2026], RI State Medical License [2020 - 2026]","The Hebrew University of Jerusalem Hadassah Medical School - Class of 2004, 2023 ‘Top Doctors’ List Features Over 250 Yale Medicine Physicians - May 3rd, 2023, IBS and Gut Bacteria: How They’re Related - January 20th, 2023",NULL,C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Arik_Alper_arik-alper-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Leina Alrabadi,Leina,Alrabadi,https://www.doximity.com/pub/leina-alrabadi-md,Pediatric Gastroenterology,Pediatric Hepatology and Liver Transplantation,Pediatric Hepatology and Liver Transplantation,MD,Physician,"725 Welch Rd, Palo Alto, CA 94304",Palo Alto,CA,"CA State Medical License [2018 - 2027], HI State Medical License [2024 - 2026]","Royal College of Surgeons Ireland - Class of 2010, Resources for Covering Mysterious Hepatitis in Kids - May 9th, 2022, CDC Investigating 109 Cases of Hepatitis Among Children, Five Deaths, Since October - May 6th, 2022, What Are the Signs of Hepatitis in Children? - April 29th, 2022","American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology, American Board of Pediatrics - Pediatric Transplant Hepatology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Leina_Alrabadi_leina-alrabadi-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Muhammad Adnan Altaf,Muhammad,Altaf,https://www.doximity.com/pub/muhammad-adnan-altaf-md,Pediatric Gastroenterology,"Pediatric Feeding and Swallowing Disorders, Pediatric Gastrointestinal Motility Disorders","Pediatric Feeding and Swallowing Disorders, Pediatric Gastrointestinal Motility Disorders","Chief, CHF John Grunow Endowed Chair, Pediatric Gastroenterology Professor, Pediatrics, University of Oklahoma College of Medicine","Chief, CHF John Grunow Endowed Chair, Pediatric Gastroenterology Professor, Pediatrics, University of Oklahoma College of Medicine","1200 Children's Avenue, Ste 9E, 1200 N Phillips Ave, Suite 9500, Oklahoma City, OK 73104",Oklahoma City,OK,OK State Medical License [2008 - 2026],King Edward Medical University - Class of 2000,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Muhammad_Altaf_muhammad-adnan-altaf-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Tara A Altepeter,Tara,Altepeter,https://www.doximity.com/pub/tara-altepeter-md,Pediatric Gastroenterology,,,MD,Obesity Medicine Physician,"1400 Forest Glen Rd, Ste 335, Silver Spring, MD 20910",Silver Spring,MD,"VA State Medical License [2025 - 2028], DC State Medical License [2015 - 2027], MD State Medical License [2024 - 2026]","University of Illinois College of Medicine - Class of 2008, New Bowel Disorder Treatments Needed, FDA Says - April 17th, 2017","American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology, American Board of Obesity Medicine - Obesity Medicine",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Tara_Altepeter_tara-altepeter-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Rahmath Althaf,Rahmath,Althaf,https://www.doximity.com/pub/rahmath-althaf-do,Pediatric Gastroenterology,,,MD,Physician,"1600 7th Ave S, Birmingham, AL 35233",Birmingham,AL,AL State License [2022 - 2026],Touro College of Osteopathic Medicine - Class of 2019,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Rahmath_Althaf_rahmath-althaf-do.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Steven Altschuler,Steven,Altschuler,https://www.doximity.com/pub/steven-altschuler-md,Pediatric Gastroenterology,,,MD,Physician,"285 Madison Ave, Fl 20, New York, NY 10017",New York,NY,,,NULL,C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Steven_Altschuler_steven-altschuler-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Osman Altun,Osman,Altun,https://www.doximity.com/pub/osman-altun-md,Pediatric Gastroenterology,,,MD,Fellow/PGY 5,"1601 Center St, Mobile, AL 36604",Mobile,AL,"FL State Medical License [2017 - 2028], AL State Medical License [2020 - 2026]","Windsor University School of Medicine - Class of 2011, Altun to Present on Collaborative Care in Treatment of Inflammatory Bowel Disease - April 17th, 2024","American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Osman_Altun_osman-altun-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Jose R Alvarez-Ruiz,Jose,Alvarez-Ruiz,https://www.doximity.com/pub/jose-alvarez-ruiz-md,Pediatric Gastroenterology,,,pediatric gastroenterology,pediatric gastroenterology,"Grupo San Mateo, Cobián Plaza, Ave Ponce de Leónida Suite GM4, San Juan, PR 00909",San Juan,PR,PR State Medical License [1981 - 2028],"Universidad de Barcelona Faculty of Medicine - Class of 1975, Microbios en la Leche Materna - June 2019",NULL,C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Jose_Alvarez-Ruiz_jose-alvarez-ruiz-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Rathna P Amarnath,Rathna,Amarnath,https://www.doximity.com/pub/rathna-amarnath-md,Pediatric Gastroenterology,,,Professor of Pediatrics,Professor of Pediatrics,"171 Ashley Ave, Charleston, SC 29425",Charleston,SC,"NJ State Medical License [1982 - Present], SC State Medical License [1989 - 2027]",Sri Venkatesvara Medical College NTR - Class of 1978,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Rathna_Amarnath_rathna-amarnath-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Lusine Ambartsumyan,Lusine,Ambartsumyan,https://www.doximity.com/pub/lusine-ambartsumyan-md,Pediatric Gastroenterology,,,MD,"Clinical Fellow in Pediatrics, Boston Children's Hospital","4800 Sand Point Way Ne, St Christopher Hospital Of Children, Seattle, WA 98105",Seattle,WA,"ID State Medical License [2021 - 2029], WA State Medical License [2013 - 2028], OR State Medical License [2020 - 2027], AK State Medical License [2021 - 2026]",Drexel University College of Medicine - Class of 2007,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Lusine_Ambartsumyan_lusine-ambartsumyan-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Nadia Ameen,Nadia,Ameen,https://www.doximity.com/pub/nadia-ameen-md-ef0eddbe,Pediatric Gastroenterology,Pediatric Malabsorption Syndromes,Pediatric Malabsorption Syndromes,Professor Pediatrics/ Cellular and Molecular Physiology,Professor Pediatrics/ Cellular and Molecular Physiology,"333, Cedar St, FMP LCI409C, New Haven, CT 06520",New Haven,CT,,"University of the West Indies Faculty of Medical Sciences - Class of 1985, Yale-New Haven Medical Center - Residency, Pediatrics, Medical College of Wisconsin Affiliated Hospitals - Fellowship, Pediatric Gastroenterology",NULL,C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Nadia_Ameen_nadia-ameen-md-ef0eddbe.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Maria Amendola,Maria,Amendola,https://www.doximity.com/pub/maria-amendola-md,Pediatric Gastroenterology,,,MD,Physician,"4401 Penn Ave, Bloomfield, PA 15224",Bloomfield,PA,PA State Medical License [2021 - 2026],University of Pittsburgh School of Medicine - Class of 2021,American Board of Pediatrics - Pediatrics,C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Maria_Amendola_maria-amendola-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Antoinette Adjowa Amevor,Antoinette,Amevor,https://www.doximity.com/pub/antoinette-amevor-md,Pediatric Gastroenterology,"Intestinal Rehabilitation and Small Bowel Transplantation, Pediatric Nutrition","Intestinal Rehabilitation and Small Bowel Transplantation, Pediatric Nutrition","Assistant Professor, Emory University School of Medicine","Assistant Professor, Emory University School of Medicine","2220 North Druid Hills Rd NE, Atlanta, GA 30329",Atlanta,GA,GA State Medical License [2016 - 2027],Ross University School of Medicine - Class of 2013,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Antoinette_Amevor_antoinette-amevor-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Mansi D Amin,Mansi,Amin,https://www.doximity.com/pub/mansi-amin-md,Pediatric Gastroenterology,"Pediatric Hepatology and Liver Transplantation, Pediatric Nutrition","Pediatric Hepatology and Liver Transplantation, Pediatric Nutrition",Pediatric Transplant Hepatology,Pediatric Transplant Hepatology,"1919 E Thomas Rd, Phoenix, AZ 85016",Phoenix,AZ,NC State Medical License [2020 - 2026],Rutgers Robert Wood Johnson Medical School - Class of 2009,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology, American Board of Pediatrics - Pediatric Transplant Hepatology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Mansi_Amin_mansi-amin-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Shamel Amin,Shamel,Amin,https://www.doximity.com/pub/shamel-amin-md,Pediatric Gastroenterology,,,MD,Physician,"2790 health pkwy, Mount Pleasant, MI 48858",Mount Pleasant,MI,MI State Medical License [2019 - 2029],Cairo University School of Medicine - Class of 2012,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Shamel_Amin_shamel-amin-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Karine Amirikian,Karine,Amirikian,https://www.doximity.com/pub/karine-amirikian-md,Pediatric Gastroenterology,,,MD,Physician,"1 Childrens Pl, # Div, St. Louis, MO 63110",St. Louis,MO,"MO State Medical License [2021 - 2027], IL State Medical License [2015 - 2026]",Sidney Kimmel Medical College at Thomas Jefferson University - Class of 2015,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Karine_Amirikian_karine-amirikian-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Rana F Ammoury,Rana,Ammoury,https://www.doximity.com/pub/rana-ammoury-md,Pediatric Gastroenterology,,,"Associate Professor, Pediatrics, Eastern Virginia Medical School","Associate Professor, Pediatrics, Eastern Virginia Medical School","601 Children's Lane, Norfolk, VA 23507",Norfolk,VA,"VA State Medical License [2013 - 2028], NC State Medical License [2022 - 2027]",American University of Beirut Faculty of Medicine - Class of 2003,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Rana_Ammoury_rana-ammoury-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Jae-Koo An,Jae-Koo,An,https://www.doximity.com/pub/jae-koo-an-md,Pediatric Gastroenterology,,,MD,Physician,"7000 W. Plano Pkwy, Bldg 2, Ste. 225, Plano, TX 75093",Plano,TX,TX State Medical License [2003 - 2026],University of Texas Southwestern Medical School - Class of 1996,American Board of Pediatrics - Pediatric Gastroenterology,C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Jae-Koo_An_jae-koo-an-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Anthony Omokheowa Anani,Anthony,Anani,https://www.doximity.com/pub/anthony-anani-md,Pediatric Gastroenterology,"Pediatric Feeding and Swallowing Disorders, Pediatric Inflammatory Bowel Disease Gastroenterology, Pediatric Nutrition","Pediatric Feeding and Swallowing Disorders, Pediatric Inflammatory Bowel Disease Gastroenterology, Pediatric Nutrition",Gastroenterologist,Gastroenterologist,"1500 Cooper St Floor 2, Fort Worth, TX 76104",Fort Worth,TX,TX State Medical License [2016 - 2027],University of Ibadan - Class of 2002,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Anthony_Anani_anthony-anani-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Janaina Nogueira Anderson,Janaina,Anderson,https://www.doximity.com/pub/janaina-anderson-md,Pediatric Gastroenterology,Pediatric Hepatology and Liver Transplantation,Pediatric Hepatology and Liver Transplantation,Associate professor at the Medical University of South Carolina,Associate professor at the Medical University of South Carolina,"135 Rutledge Ave, Charleston, SC 29425",Charleston,SC,SC State Medical License [2020 - 2027],"Other - Class of 2000, Inside MUSC’s First-of-Its-Kind Inherited and Metabolic Liver Disease Clinic - June 12th, 2026",American Board of Pediatrics - Pediatric Gastroenterology,C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Janaina_Anderson_janaina-anderson-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Julia Lindyberg Anderson,Julia,Anderson,https://www.doximity.com/pub/julia-anderson-md,Pediatric Gastroenterology,,,"Assistant Professor, Pediatrics, Vanderbilt University School of Medicine","Assistant Professor, Pediatrics, Vanderbilt University School of Medicine","2601 21st Ave S, Nashville, TN 37232",Nashville,TN,TN State Medical License [2008 - 2027],Mercer University School of Medicine - Class of 2001,American Board of Pediatrics - Pediatric Gastroenterology,C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Julia_Anderson_julia-anderson-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Bradley Christoper Anding,Bradley,Anding,https://www.doximity.com/pub/bradley-anding-md,Pediatric Gastroenterology,,,MD,Physician,"8200 Constantin Blvd, Fl 4, Baton Rouge, LA 70809",Baton Rouge,LA,LA State Medical License [2025 - 2026],Louisiana State University School of Medicine in New Orleans - Class of 2018,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Bradley_Anding_bradley-anding-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Alicia C Andrews,Alicia,Andrews,https://www.doximity.com/pub/alicia-andrews-do,Pediatric Gastroenterology,Pediatric Nutrition,Pediatric Nutrition,MD,Physician,"910 Blackford St, Chattanooga, TN 37403",Chattanooga,TN,"TN State License [2011 - 2028], NC State License [2025 - 2027]","Kansas City University of Medicine and Biosciences College of Osteopathic Medicine - Class of 2008, People Gather at Freedom Rally Against Vaccine and Mask Mandates - August 14th, 2021, State Democratic Leader Says Gov. Stitt 'Nowhere to Be Found' Amid COVID Surge - August 5th, 2021",American Board of Pediatrics - Pediatrics,C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Alicia_Andrews_alicia-andrews-do.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Christine Breuer Andrews,Christine,Andrews,https://www.doximity.com/pub/christine-andrews-md-684f04d8,Pediatric Gastroenterology,,,MD,Physician,"887 Congress St, Portland, ME 04102",Portland,ME,"ME State Medical License [2025 - 2027], RI State Medical License [2017 - 2026]",Geisel School of Medicine at Dartmouth - Class of 2017,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Christine_Andrews_christine-andrews-md-684f04d8.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Jennifer Elizabeth Andrews,Jennifer,Andrews,https://www.doximity.com/pub/jennifer-andrews-md-3b06cde1,Pediatric Gastroenterology,,,MD,Physician,"372 S Greeno Road, Fairhope, AL 36532",Fairhope,AL,,,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Jennifer_Andrews_jennifer-andrews-md-3b06cde1.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Erik Andrewski,Erik,Andrewski,https://www.doximity.com/pub/erik-andrewski-md,Pediatric Gastroenterology,,,IUSM,IUSM,"705 Riley Hospital Dr, Indianapolis, IN 46202",Indianapolis,IN,IN State Medical License [2021 - 2027],Indiana University School of Medicine - Class of 2018,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Erik_Andrewski_erik-andrewski-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Anastasios Angelides,Anastasios,Angelides,https://www.doximity.com/pub/anastasios-angelides-md,Pediatric Gastroenterology,,,"Associate Clinical Professor, Pediatrics, Tufts Medical Center","Associate Clinical Professor, Pediatrics, Tufts Medical Center","50 Wason Ave, 1ST FL, Springfield, MA 01107",Springfield,MA,,University of Athens - Class of 1973,American Board of Pediatrics - Pediatrics,C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Anastasios_Angelides_anastasios-angelides-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Swati Antala,Swati,Antala,https://www.doximity.com/pub/swati-antala-md,Pediatric Gastroenterology,Pediatric Hepatology and Liver Transplantation,Pediatric Hepatology and Liver Transplantation,Assistant Professor,Assistant Professor,"Mount Sinai Hospital, 1 Gustave L. Levy Pl, New York, NY 10029",New York,NY,NY State Medical License [2022 - 2027],Rutgers Robert Wood Johnson Medical School - Class of 2014,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology, American Board of Pediatrics - Pediatric Transplant Hepatology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Swati_Antala_swati-antala-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Keren L Appel,Keren,Appel,https://www.doximity.com/pub/keren-appel-md,Pediatric Gastroenterology,Pediatric Inflammatory Bowel Disease Gastroenterology,Pediatric Inflammatory Bowel Disease Gastroenterology,MD,Physician,"1201 W La Veta Ave, Orange, CA 92868",Orange,CA,CA State Medical License [2017 - 2026],Tel Aviv University Sackler - Class of 2014,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Keren_Appel_keren-appel-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Stephanie Simon Appleman,Stephanie,Appleman,https://www.doximity.com/pub/stephanie-appleman-md,Pediatric Gastroenterology,Intestinal Rehabilitation and Small Bowel Transplantation,Intestinal Rehabilitation and Small Bowel Transplantation,MD,Physician,"1620 Thistlewood Drive, Washington Crossing, PA 18977",Washington Crossing,PA,PA State Medical License [2011 - 2026],George Washington University School of Medicine and Health Sciences - Class of 2005,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Stephanie_Appleman_stephanie-appleman-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Amal Ahmad Aqul,Amal,Aqul,https://www.doximity.com/pub/amal-aqul-md,Pediatric Gastroenterology,Pediatric Hepatology and Liver Transplantation,Pediatric Hepatology and Liver Transplantation,"Associate Professor, Medical Director of Liver Transplant, Pediatrics, University of Texas Southwestern Medical Center, Southwestern Medical School","Associate Professor, Medical Director of Liver Transplant, Pediatrics, University of Texas Southwestern Medical Center, Southwestern Medical School","5323 Harry Hines Boulevard, Dallas, TX 75390",Dallas,TX,TX State Medical License [2009 - 2027],Cairo University School of Medicine - Class of 1998,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology, American Board of Pediatrics - Pediatric Transplant Hepatology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Amal_Aqul_amal-aqul-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Mohammad Sohaib Arain,Mohammad,Arain,https://www.doximity.com/pub/mohammad-arain-md-a12ce8b2,Pediatric Gastroenterology,,,MD,Physician,"330 N Broad St, Forest, MS 39074",Forest,MS,MS State Medical License [1996 - 2027],Sind Medical College - Class of 1986,American Board of Pediatrics - Pediatrics,C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Mohammad_Arain_mohammad-arain-md-a12ce8b2.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Avinash Aravantagi,Avinash,Aravantagi,https://www.doximity.com/pub/avinash-aravantagi-md,Pediatric Gastroenterology,,,MD,Physician,"484 Golden Autumn Way, Ste 201, Bowling Green, KY 42103",Bowling Green,KY,KY State Medical License [2014 - 2027],Mysore Medical College - Class of 2002,American Board of Internal Medicine - Internal Medicine,C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Avinash_Aravantagi_avinash-aravantagi-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Richard N. Arboleda,Richard,Arboleda,https://www.doximity.com/pub/richard-arboleda-md,Pediatric Gastroenterology,Pediatric Nutrition,Pediatric Nutrition,MD,Physician,"10045 S Dixie Hwy, Ste 206, Miami, FL 33156",Miami,FL,FL State Medical License [2012 - 2028],Ponce Health Sciences University School of Medicine - Class of 2006,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Richard_Arboleda_richard-arboleda-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Ana Catalina Arce Clachar,Ana,Clachar,https://www.doximity.com/pub/ana-catalina-arce-clachar-md,Pediatric Gastroenterology,,,Associate Professor,Associate Professor,"3333 Burnet Ave, Cincinnati, OH 45229",Cincinnati,OH,OH State Medical License [2011 - 2027],Universidad de Ciencias Medicas - Class of 2002,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology, American Board of Obesity Medicine - Obesity Medicine",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Ana_Clachar_ana-catalina-arce-clachar-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Darrell Armstrong,Darrell,Armstrong,https://www.doximity.com/pub/darrell-armstrong-md,Pediatric Gastroenterology,,,Pediatric Gastroenterologist at Academic Medical Center,Pediatric Gastroenterologist at Academic Medical Center,"60 W 3rd Ave, Los Angeles, CA 90095",Los Angeles,CA,,University of California San Francisco School of Medicine - Class of 1981,NULL,C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Darrell_Armstrong_darrell-armstrong-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Derek Armstrong,Derek,Armstrong,https://www.doximity.com/pub/derek-armstrong-md,Pediatric Gastroenterology,,,"Director of Pediatric IBD, Duke University","Director of Pediatric IBD, Duke University","4709 Creekstone Dr, Durham, NC 27703",Durham,NC,"NC State Medical License [2025 - 2027], TN State Medical License [2022 - 2026]","Frank H. Netter MD School of Medicine at Quinnipiac University - Class of 2019, Baylor College of Medicine - Residency, Child Neurology","American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Derek_Armstrong_derek-armstrong-md.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Derek Armstrong,Derek,Armstrong,https://www.doximity.com/pub/derek-armstrong-md-99ebb2a3,Pediatric Gastroenterology,,,MD,Physician,"4709 Creekstone Dr, Durham, NC 27703",Durham,NC,"NC State Medical License [2025 - 2027], TN State Medical License [2022 - 2026]",Frank H. Netter MD School of Medicine at Quinnipiac University - Class of 2019,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Derek_Armstrong_derek-armstrong-md-99ebb2a3.png,ok,
Pediatric Gastroenterology,https://www.doximity.com/directory/md/specialty/pediatric-gastroenterology,Brandon Arnold,Brandon,Arnold,https://www.doximity.com/pub/brandon-arnold-do,Pediatric Gastroenterology,,,MD,Physician,"700 Childrens Dr, Columbus, OH 43205",Columbus,OH,OH State License [2014 - 2027],Des Moines University College of Osteopathic Medicine - Class of 2014,"American Board of Pediatrics - Pediatrics, American Board of Pediatrics - Pediatric Gastroenterology",C:\Users\Administrator\Downloads\D_screenshots\Pediatric_Gastroenterology\Brandon_Arnold_brandon-arnold-do.png,ok,
